"","biz_id","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"653","brDiv7CufBg4bdFfPBY8Fg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","wpHdrJ9s16JqDPlC65NbmA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","mY3l0hqy2aayUWRjIYpBVA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"662","G_2CWsU7GYwhNqptrLXUBg","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"668","-v8FrfMccLpIzong9XpiuQ","0",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"672","06kfoeRs9Acj82Yl3i9p_w","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"674","OWain9KWY-rr_dbE-OYPlw","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","XaMp0myaLiXWRxrzYzwQxw","1",0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"680","Y1jkxceoqE5LrTL5eqPXsA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","nglQaQXuU-d38fGe_tM5-Q","2",1,0,0,2,1,1,0,0,0,0,0,1,0,0,0
"686","1iw4g7qcKua2-V06RQpyCw","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"689","m3-p0XIYBQdR4VzbHpUpXQ","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"690","djYFLq4Bkqpkd14-0IJfug","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","TBTaMIaeDw5B79hXDZBtrA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","n0OIZOmu5rOWSJ0-l4b6mw","2",1,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"696","4780MrclJEFGp8MDf9_U2g","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","_L9E4eZWX0vdePNjU1xtuQ","3",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"703","hfe5StFcj1AH4DVe8coBgA","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"706","m51fZnQueyj1q1Ra_yDQjQ","3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"707","8rEzGHaBgQaHT1v9nb4rNg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","zZFXEqWY_bE6s_f38RhNMw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","jePePaC2MlRKujbqy3EtoA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","pBBN3KhKTETvjeWg-MXJGA","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","fN3RgiXJMoYcZzn9y8JRQw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","1cGZU2gDewDfEu-bBMZEgQ","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"722","dsMvINhoQbIQgSRTBv2B6g","2",1,1,0,2,1,1,1,1,0,0,0,1,0,0,1
"724","kIvIqHvvFOc6aCutFYIvNg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"725","6pd0Z40VifMh6ETJrOw_0g","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"729","50hOEQ2OutvIxrMjNml5bA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"732","7lB6Yr3KCe9DVnbs1ihpMw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","CBMLVoXLAPOve9DnyA8qtA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","rQ4z0EStSZE4acgkne6Hmg","2",1,1,0,2,1,1,1,0,0,1,0,0,1,0,1
"737","nol9V6ypimztEEsBofw-3g","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"740","SX0pCDRvuTEoXobTovJEIQ","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"745","l1kqHWtICTNk8TdCNisf5A","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"747","2gMx4KnXbNtpoCuVCmyo3g","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"750","JJGBx48I4yudiEhw9fGbZw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"752","7_zL7NX_rDFwhbLp98PwZg","2",1,1,0,2,0,1,0,0,0,0,0,0,1,0,0
"753","pmdVZY-jd83EGct82Q2e0g","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"755","-M1rR1Ip7NOlMn5EbUkuog","0",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"756","4vz9I9b6bGEEuRGr3Ry5bA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"757","4dwtMbJhU3JEmw9v8UKx2w","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"758","KpPOofqthJ77TvuiwNoplw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","vWnlScr9y2F6_ctDJZ6XLg","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"764","tomw3dn386aTe6RGOxn5BQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"766","qKBdXH1kZNU-c9BHQaTUag","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"767","VEKelzzAGxp-It6b5osgcg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","I1rvqU2k5UQGo2lGdY6hyw","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"769","fzHlul2mHy_jwJc-WBRvlg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","GHYOl_cnERMOhkCK_mGAlA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"772","fgFIHU4scmArJH-52fpqFg","1",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"773","cM_Pgssgemse4PefTNnvrw","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"776","_CG5zJAoNN6gszjhSyUcww","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"777","_BhzcKojv1gjdRINe3Gkig","4",1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"779","ql-xDV6UNEF1Wpf3NDXoxQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","H0QkByri08NTgd8KEdyCsw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","0-lJQCSwnHmIczjcSw_N_g","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","_9JDgUdXbCn1Vx-nj49VJg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","In93N5Jqu85xAh0qQ2jb1w","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","jRfdz5voj40P6WS9L54caw","2",1,1,0,2,1,1,0,0,0,0,0,1,1,0,0
"793","xHI3saK0sAJEHeMK4IGVvg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"796","syxUZu1GrJv0LYnV38hMug","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","53Lq8bak88EtuZyKMmDPmQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"799","rC1Hn-q0SjhS9-bwLbY8hg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","CFaRVxsnN4Zjf28cbORKIA","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"805","9tefv6uPxoHhp_OlQQJVXA","1",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"806","1svyifERkfuuz02lbeK2dA","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"807","tm-lmBXzrBeKUDj_eQVZYQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","Xn1goq9_zCqNftv45Ff3Dw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","IOCXDbfzxwT7hW953MUwWw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","Jj7bcQ6NDfKoz4TXwvYfMg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"816","KRqtYdnDpwqYfWkFhZYjow","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"817","OjI5vCMO-5ID2PjFCzrJhA","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","l0QCZhMOPUId1Xfp23yLgA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"820","hic_sUwlw1NyAM6eG7x5RA","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826","viQLBKFtCQkPykFUulVeuw","3",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"831","nCeeguQS-MHQRifOpKzwUg","2",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"836","WTf7fOvesYyhMVGfk3C-pw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","7EoW1PjL84fiET_Uz5mjmQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","6H_-cKOUkWdoRMS2KrWkNw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","jh9NywTvV-POnF1I6Pc9ng","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"844","Xo9Im4LmIhQrzJcO4R3ZbA","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"846","c4FLMLP7hMnAbSiW2o_o3A","2",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"848","jyTPJVoN3a9bXoq-HHB9oQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"852","h7hr0v3E1ulU2sXNItD5UQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"854","tQTqlMW0sODNbe188ah1Yg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"856","106JT5p8e8Chtd0CZpcARw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858","PZHO5bdgz26ddon8sV02AQ","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"860","lvs-_6i0mjahtOvOvmhNKg","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"863","EoVGIsaatkdbWLY9qyFcgA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"864","EjWi22gAE_cYpGs7lBPahQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"867","78coUZv_3DhkwKqyoZ_KfA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","mxVYNQUEIjLVSV3BhS7fDQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","VY_tvNUCCXGXQeSvJl757Q","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"877","U0Up9AYSClGwmuqo-ZJVzw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"880","O1pk6lxrTI0zJrdQuXhIEQ","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"881","6FGwEHnoD-mM-PiXrhxOlw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"883","emKCDGxYpL-hsLDQiULBdQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"886","RtFlOOhzHcQ-J5E0I5wibw","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"887","DWxZhDdqGjJbLVJBMGsWZQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"890","dMXYzSsh7CnIX_6KixDW8A","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"891","pV2nc4WPWKtoyeBBOxF-6Q","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","QHyqYUZ0WdxHYPAenIuLjw","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","ePwLfpvB6QkBOtKIyPycPw","1",1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
"898","LViwhZ9AvCimfHndTSYGfw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899","r2S4arkHyRcUroRhggMIoA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"901","gb-k4Z17XxuPkUmsevwBYg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","lCh00csEKpgRgSoZY32IvQ","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"903","hHE4OHAc8dONTV8QsGLbWg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","ftNAvqB60nsMbs1Cr0moXw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"905","FV0BkoGOd3Yu_eJnXY15ZA","3",1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
"919","PEOP7kZ1E4BJx3YzLMrmpA","1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"924","ShlpOxmjFOeiuSdUMVQr3A","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"927","KszjzV0F4WqkKFH_-5fHmQ","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"933","KyiV6r8jH_bgq3VkAaYw_A","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"934","yLo-xfoB8b4T_RjjIV4P0g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935","IzuQ0So4XbdLrk36Oy_nmQ","2",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"938","ha3m97grf27exFfyrBys2Q","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","WyJRPTn2FCFdj2cYT9pqyw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"944","UIfORCz28cEGMr_9p0eJ5g","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"945","jMIuId3VIGhsateF-Wg2zA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"948","d6CUe9LjkFFqYtt7WuW5Lg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"949","3gByPjJPMeTi1bKrvdNOdw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","P1CDEhEQZz5bK-sSqkRD0g","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","fiXqY-62WJdVsEVOFQsN4g","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","5cIen1hlpeO_M1jVKBQR-g","2",1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
"960","vaqmESluryt5i4Wbkb6KRA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","Kur7YGwuw6CqnqEypNrOvQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"963","7Z7IkR_-94AjUuDw0fbI7g","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","7Zo1DzdwZlGMxPu1AFMSsw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"967","AkOruz5CrCxUmXe1p_WoRg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"969","qK_nxiXCxjIP8Hd659bhvA","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"974","0kZ4aYmqf5fzTt9Yvz8Kvw","1",1,0,0,2,0,1,0,0,0,0,1,0,0,0,0
"976","PQcxj2uO3smCeRxEFKCRJQ","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"979","jHte0SjUldZeDDZ5py0ZhA","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"980","pNJhovUsGAZ4XqG3lCU-5g","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"985","ozWBsvbeM2LSPsRDsYKr1Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","-d1I0dwtCg1IIjnI3DZ38Q","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"988","avPNEqlXgyBvTXjb-ujQFA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","Cd3uJtsQtG3vJ_WLGp7YZQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"992","-L39pGMPP1kM3DI0Z0oZSw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","KuZYMUUtzeSzliqAdCufNQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"996","shCdCHRbnY5FTMJbWl-myQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1000","xfZhTtsYzY95B4IG0FHXSA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1001","N-gqIeVDebI3qgwxf1jMcw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","0yBs5wbVw9gTIDe9Z-rMTg","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"1005","Um5VnQXli9IwplV2rmgggg","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"1009","pfa3ATj8ySWirJcQ9Sai1Q","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","A9TCNsHFQvRcsZ6zOB7Xxg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1013","oIlIEikphayvFUywAwBFew","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","lUuJNwIaIz83awgyvI7oCQ","0",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1017","E6dIiAqBWQ-7AjU5xlGhGg","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1018","qwmHm3s8p7J12AIY6Co8HQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1022","jeH6GaIq-BDr__j9oqxKtA","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","70CEMhOtK-l-7IifDvTlEQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","t30Ua_mSiClnpBqud84ygw","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","ng4_UnnYPqesby9C0WVz2Q","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","xkF4MwXzBpNS50LO6kMSig","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","45ZWrX9p0iiXumtI-4Ix5A","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","FN_iNrt1Q7kHeVEe38yVGA","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1044","wuudosx7qqxJgLr8wer8NQ","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","ZAgPh4v-oOb1g6cdlkKI0g","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"1048","eTbtfgUtfewdncgVf2CbWw","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1052","Aalbsk2pFczUedpRWKUyPw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1053","lHMwnlGoTP-KFbdQFMXwvg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","0zcHBms7sK9IYv4zn_qrqQ","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"1057","mPGgxatANSPw9KbMluhXkA","2",1,1,0,2,1,1,0,0,0,0,0,1,1,0,0
"1058","RC0e0YgjOl8Y0lBPEuXUZg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","nDdfN6onfb0JoxKKYwCnjA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","oRqBAYtcBYZHXA7G8FlPaA","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1061","nS-7i9dyLr1M4pwWjNmCEQ","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","nL9tCTn4Sswcwcdkol4URA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","H74aYRotUzWjAm8CEExOrg","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"1065","9e0xuwGcjpJJiVYYyRG00g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","ehy9Vy1BKc9shO74chuUAQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","8nRXiNdt_8-aePTlVxKqmA","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1071","DaTYEiYkO-ioG9ZyJrCxpQ","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","hrOsdyai-9B91cGjBspHqw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1074","f9eFteZuBoZqzYg5UUrufw","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1075","iDga4CEpgHTaS4VEQ0fQTw","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1076","txOMZiCpQwI4qydicluM3g","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1077","13ApBJpR1W7cke__9j74Bw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","Qb0n61e_lsMmFuwwktjmjw","1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1086","3NqERLqdtQSe0w9540rZrQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","oLYOGtdW5RxvaBiSdv3WCw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088","wJ11SXXV7V4tQz58JlFooA","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","tnHvCJ6kYQ1droyl_6Tg4Q","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"1091","iYr8t8RVPCiWABBO4I6HgA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1097","x7M9x4AqyC-oYk0rajrOWw","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"1098","viSY3CqBViSFh3_Tv3kngg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","aqD66Sve2mE4cq021LWQmA","2",0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1104","Ihd5lEko1ctb71UsOWZuuQ","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1106","OrF48GFHheuCie9cMYkldA","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107","lhRUPA28pRIN1MnllN-o9g","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1109","6YbF8_YCRDPXU0_iwh-sZA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","qZEYgONHPn3B-ZobPSaONA","2",1,1,0,3,1,1,0,0,0,0,0,0,0,0,1
"1111","IXyqnUlBgzchNqfcRVLosg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112","zvFhC2Lywo6e8UaRTVj7sw","0",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1114","le1VmOg0-REuXCFr_FeG0g","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1117","7m93HSBV1UrdHZBJwdUVJA","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"1121","dm5T6_GSQdvjJ0ArwBfdVQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","asebFFgabg_lfoNpGJHZlQ","1",0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"1127","sH17KGxbMVrlr66n92Qh8g","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1130","KBG28p3lGX17hOPoHhq5PQ","3",1,1,0,2,1,1,0,1,0,0,0,0,0,0,0
"1132","d_f2yIJ8mkRXD_BnQ-yA7A","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","z_IfC-aIkKpuhGfX1yzdfg","2",1,1,0,2,1,1,0,0,0,0,0,1,0,0,0
"1135","lrxoQH8u2X-XpQ38PLAgTQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1136","wK2RM163ByHaGixGn_UzuA","2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1137","SYHatptm7gpcmYjW1d-o5A","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1139","0KVhPwEheGlBU8vjw1kE1w","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","nRzZac3LVgANpKPkDs4LSQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1142","2xczXFsc4GeilxL8B8R3Vg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1143","LSElCCmJQNJDpIEf77NVpA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1145","E6DnUFy3GoN4DxTqturtug","2",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"1149","O-Xa9GCFWI65YiBD5Jw_hA","4",1,1,0,2,1,1,0,0,0,0,0,0,0,1,0
"1150","0j2UisBk89SHqihr0IdlJw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1151","vwh496Ag4oRFgR6Dw3Hilg","2",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1157","d-qfWrmmy3Bvs_tQe8RM6A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","5oIiBxbTYuWAtHx7-alXbA","2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1160","3WTt7zs_JGdQnFnxKADQww","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","gMY_3RkmK2eeD9SHlBKfCg","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","f3_uTQ8G6Dj-89OzupZjOQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163","zB7X7aj54c6OiDTgWtpqVQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","cnhUYYiRM0rAKVSZezlEVQ","1",1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"1168","jVlbfVJB_oGcFf8Yq55-QA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","3FhHnU7Mq8KcyWiWKH0RzA","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1174","RbWAL8KYgUp9pNSeLSjXtQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1178","MDvTBLbkDT-DDGJFEPYotA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179","rr44srj5pxejML-W1Wx0IA","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1181","s3D7EEo1Or4SsxRRjURJwg","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","7UAAkWZJnnHIpGdG0JfXqg","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","802UUSJCMyuhemUh0ndmmg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188","C_KNnklWpDle6mioOPwTJw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1189","5BnsHDWrt2z-9d8AzSgkjw","2",1,1,0,2,1,1,0,1,0,0,0,0,0,0,1
"1191","mHbC12IspsgkbhIoX1iD7w","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192","QICgwHWhXIbihfcMKtws8g","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","4tq7gtfwhEEU8SDHXRASZg","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","vEdPyIvIg_eX_pM8WXgtew","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","odb3E_5L3RVplIlkRwvmMw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","KoJ4jNSmqYbmKqcoh-2dNA","2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1207","xCXSaqlKvclhWBczA4fqkA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","T_d9GB_p0ajNTVEZ2CMmrw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
