"","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual","desert","latenight","lunch","dinner","brunch","breakfast","wifi","delivery","tv","outdoor_seating","good_for_kids","good_for_groups","dogs","wheelchair","stars","UMM","UMMR","dogs"
"378",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.176640224223238,0.525792486258676,1
"382",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,0.260340469044724,1.02947407444802,1
"385",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0568363765127794,0.222974899990162,1
"386",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0.149285660420668,0.500847060950799,1
"387",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.127666574238824,0.506827929133569,1
"388",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.342581855993922,1.54642137359321,1
"389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.2107875316342,0.921551164150849,1
"390",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0.241446577978029,1.01314077657884,1
"395",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,0,0,4,0.145860175365662,0.687927696884742,1
"396",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.189009709888223,0.940885708028651,1
"400",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,1,1,0,1,4,0.1175486244683,0.429819849605443,1
"401",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,0,4.5,0.126128079179099,0.59318554235534,1
"402",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,4,0.0196537654267923,0.0786150617071691,1
"403",2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,0.136453237967792,0.546885197029131,1
"404",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,1,1,0,1,4,0.11352398532599,0.487309020585359,1
"405",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0219422118188824,0.0745055438234525,1
"407",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.301106923289122,1.00553461644561,1
"408",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,5,0.156268072110347,0.728197813165081,1
"410",3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,1,4,0.16375126879567,0.659409067744149,1
"411",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,4,0.139157729388541,0.542693691043333,1
"413",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.124389171598915,0.621945857994577,1
"418",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0.185701091951493,0.898582055577259,1
"420",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,4,0.161384968792365,0.682611079205115,1
"421",2,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,4.5,0.226010046521948,0.983812230237368,1
"425",2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0.108510282979349,0.47893023418459,1
"426",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0.135682191248031,0.524178304083461,1
"427",1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,4.5,0.1104461585063,0.465233840862117,1
"429",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,1,0,1,1,0,0,4,0.296316898933424,1.19077894675097,1
"432",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0621448142561811,0.299003172465424,1
"435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0708659190337221,0.312856284049468,1
"436",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,1,1,0,1,4,0.140599747853661,0.531449190835371,1
"437",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,4.5,0.0422702812891152,0.206370677797821,1
"440",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,0,4,0.11356110435716,0.457868789058517,1
"445",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,4,0.144864954998017,0.573003306253427,1
"446",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.130075041504314,0.546767577128363,1
"447",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,4,0.106674633299981,0.421959349386301,1
"450",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,4,0.209564649856569,0.795937145863882,1
"451",2,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,4,0.165603323723334,0.644623652739457,1
"452",3,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,4.5,0.157663993568943,0.673309572369629,1
"455",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,5,0.0538214551348603,0.269107275674302,1
"456",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.288067234084664,1.27565193801621,1
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.239480764396115,1.02505300266529,1
"465",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.179760004275626,0.769221236870728,1
"467",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.118000751334245,0.49578369387702,1
"470",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0451158266662151,0.199281409356056,1
"473",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4.5,0.27977911250537,1.39889556252685,1
"478",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0.110374329222123,0.429876497545588,1
"481",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,4,0.117000295625723,0.469718517097871,1
"483",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0.0780469569673522,0.327115607688519,1
"484",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,4,0.140585693352844,0.570096506276057,1
"485",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.119537243567544,0.572254998536259,1
"487",1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,4,0.043169663129632,0.185445298433053,1
"489",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,4,0.128723901122654,0.496801683806055,1
"490",3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.201916138773392,0.856599325086416,1
"493",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,4,0.0420836187417976,0.179753783264554,1
"499",1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,0,1,4.5,0.115689083718075,0.52747178497587,1
"503",4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0.136698353960407,0.528468207112427,1
"504",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,2,0,1,0,1,0,0,0,4,0.159744962977074,0.729702248550336,1
"506",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.111037533709678,0.546698626805672,1
"507",2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,4,0.120997536145987,0.489849018820131,1
"508",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0635718923463643,0.281749488242186,1
"511",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,1,4,0.156595633507763,0.64267153172574,1
"512",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,4,0.128621125598847,0.539301062557352,1
"513",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0392468538830757,0.190900022150657,1
"516",1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,4,0.238506918274648,0.977839063842829,1
"522",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03489746076943,0.139618268876954,1
"523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.122083758992193,0.559203160231845,1
"529",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4.5,0.130252427321231,0.649331656788333,1
"531",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,4,0.0831450689657661,0.33567645661352,1
"535",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,4,0.100662745616957,0.38698034599319,1
"539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.0172269904565903,0.0484471037230396,1
"541",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,0.348412397890574,1.72698292489548,1
"543",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.136594545219338,0.563799706293421,1
"544",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.357304158165305,1.53690224915279,1
"554",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,4,0.0816699013374017,0.247377865505369,1
"563",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.3646095468801,1.52521599742764,1
"564",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,4,0.156996327703323,0.611621268584542,1
"565",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0711353491115277,0.339560252373132,1
"567",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.0124885926755586,0.0575787792763488,1
"569",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.172412188836912,0.814543267183377,1
"576",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0.0552639897073717,0.259993537959822,1
"577",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4.5,0.110428385271575,0.487790636077071,1
"581",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.157539288087314,0.677166119685044,1
"584",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0.117274678105883,0.478232132434209,1
"585",2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,1,4,0.128380435643757,0.517694547420561,1
"587",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,4,0.103966358050045,0.442931798224,1
"591",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0508516759192865,0.172065758511761,1
"593",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,4,0.105908593783815,0.431993095845959,1
"594",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4.5,0.224389741841009,1.11337872535601,1
"595",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,0,0,4,0.126783298965371,0.534764496189503,1
"601",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,4,0.123686879590659,0.487056536057697,1
"605",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.5,0.121982190405308,0.534193932100903,1
"606",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,4,0.17107094083811,0.708046630990868,1
"608",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5,0.0808962739391784,0.37412137765674,1
"610",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.118441332111665,0.577325568704612,1
"611",2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,0,4,0.147698518259842,0.610700678145473,1
"613",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0.13046906218273,0.579954125696309,1
"614",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,4.5,0.153785994899407,0.645176202041673,1
"615",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,4,0.147634349747271,0.592758098921802,1
"617",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.164994892460824,0.658531953469729,1
"618",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0990146322394401,0.479391862291098,1
"620",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,4.5,0.291315960193284,1.30789368151521,1
"621",4,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,4,0.173478449469557,0.704975234846618,1
"622",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.138020738186781,0.588584389918858,1
"627",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0.0741054673364658,0.323446745212826,1
"628",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0.14064967844231,0.647097672605039,1
"629",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,4,0.292785323126663,1.15146285852266,1
"639",3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.0530366523039231,0.225899904496973,1
"640",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0167323449974306,0.0836617249871528,1
"642",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4.5,0.433534528657294,2.16767264328647,1
"643",1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,4,0.125062255755477,0.48132024662475,1
"648",3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0.527697760906536,2.09652979073198,1
"651",1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.138335842824285,0.586674972554055,1
"656",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,4.5,0.177392517214454,0.861435562211254,1
"657",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.5,0.153963720251677,0.725499747879858,1
"658",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0.109750128742513,0.440453500026593,1
"663",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0612667738469348,0.261358299392932,1
"664",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.103149726274892,0.495653604338621,1
"665",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0.0956565997069576,0.406592560696896,1
"668",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.0511355324412382,0.152352037752106,1
"669",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0.277368037862286,1.12409267225461,1
"671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0.14412412648477,0.72062063242385,1
"674",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,4.5,0.151889034833538,0.735191507966943,1
"675",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0673136343885054,0.283961771416444,1
"677",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,4,0.126099022055337,0.537733545552989,1
"678",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,0,4,0.233821566867105,0.967404041543733,1
"679",2,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.156625990456267,0.572372183998272,1
"684",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,4.5,0.02920335471246,0.141510077836919,1
"686",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,5,0.0930916159522728,0.459696819201668,1
"690",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,4,0.221674954303928,0.922946953149112,1
"695",1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,1,4,0.15314390404433,0.658334421964083,1
"696",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,0,0,4.5,0.208832751195969,0.901868470454612,1
"699",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0.221949321435747,1.05292896557348,1
"703",1,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,4.5,0.175245950149411,0.720520644396501,1
"707",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,4,0.12020608817118,0.469619178962405,1
"709",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,4.5,0.182518575209378,0.857927969015673,1
"713",2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4.5,0.142668732888059,0.604860618111485,1
"716",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.012905513792359,0.0516220551694358,1
"719",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,4.5,0.241870618539788,1.12531884965798,1
"721",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.058185852330256,0.270488393707897,1
"723",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0.107034473727123,0.395290555117169,1
"724",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,0,5,0.154306167545755,0.771530837728777,1
"727",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,1,1,0,1,4.5,0.0894839980432773,0.401242309951828,1
"728",1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,1,4.5,0.144788163744989,0.685170737117217,1
"729",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4.5,0.144867888505824,0.64772960612482,1
"733",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0.17426203996172,0.72350350453957,1
"745",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,1,4,0.0996538196559406,0.389233950746481,1
"746",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,4,0.198477188399568,0.867510518177586,1
"752",2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,4,0.142471035839637,0.559989803346487,1
"754",2,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,4,0.126418046389007,0.524695020981826,1
"757",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.170711770186224,0.760832338464291,1
"762",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.272860877142857,1.11290822217776,1
"763",2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0.147214683004565,0.590682705343772,1
"766",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.114002559487534,0.415877685923614,1
"770",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4.5,0.161253883425219,0.706558472339246,1
"772",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,4,0.0787669432721349,0.334611317429334,1
"773",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0.114975055581942,0.441476414787989,1
"775",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.124162087969745,0.553154681906223,1
"776",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.400027867351997,1.50013933675999,1
"777",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,4.5,0.175618094000113,0.878090470000564,1
"778",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4.5,0.201189392696382,0.983011345586265,1
"779",1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,4,0.12867388210972,0.513143487497469,1
"781",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.062622977242629,0.227326156441518,1
"782",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.149515355749671,0.680288876219273,1
"783",2,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,0.120045471033818,0.399204841180763,1
